date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
20160515,4.0,8.3,242.0,18.1,11.3,5.2,0.0,102220.0,0.0
20160516,2.0,11.5,286.0,17.8,13.4,8.6,0.0,102080.0,0.0
20160517,5.0,4.5,185.0,14.2,12.8,7.9,0.0,101620.0,0.0
20160518,8.0,0.0,78.0,19.0,12.8,11.3,7.4,100500.0,0.0
20160519,8.0,1.3,123.0,19.2,14.4,9.9,0.0,101140.0,0.0
20160520,7.0,2.9,158.0,18.3,16.2,13.1,0.0,101420.0,0.0
20160521,8.0,0.3,95.0,18.8,15.4,12.6,0.2,100880.0,0.0
20160522,6.0,5.4,203.0,19.7,14.9,11.0,3.2,100790.0,0.0
20160523,4.0,8.9,256.0,17.2,14.6,9.5,1.0,101770.0,0.0
20160524,2.0,9.7,268.0,14.7,12.4,7.5,0.0,102130.0,0.0
20160525,8.0,0.0,81.0,21.2,11.8,9.0,0.0,101780.0,0.0
20160526,4.0,10.5,280.0,22.2,14.4,7.7,0.0,101610.0,0.0
20160527,5.0,7.3,235.0,21.0,16.6,11.0,0.0,101670.0,0.0
20160528,3.0,6.6,225.0,19.2,15.6,10.3,0.0,101520.0,0.0
20160529,5.0,4.6,192.0,18.0,14.2,9.3,0.0,101360.0,0.0
20160530,8.0,0.0,82.0,12.9,14.6,11.3,0.2,101580.0,0.0
20160531,8.0,0.0,82.0,13.8,12.2,11.5,12.2,101650.0,0.0
20160601,8.0,0.0,79.0,13.7,12.6,11.3,0.0,102140.0,0.0
20160602,8.0,0.1,88.0,14.5,12.0,10.2,0.0,102080.0,0.0
20160603,8.0,0.0,80.0,19.2,11.8,9.0,0.0,101770.0,0.0
20160604,7.0,0.0,80.0,24.2,14.6,9.9,0.0,101740.0,0.0
20160605,3.0,9.1,265.0,25.0,18.0,11.7,0.0,102060.0,0.0
20160606,0.0,13.4,,24.4,18.4,11.8,0.0,102160.0,0.0
20160607,4.0,4.3,191.0,25.9,18.6,12.7,11.8,102270.0,0.0
20160608,6.0,4.2,190.0,23.2,20.6,15.2,1.4,102370.0,0.0
20160609,4.0,8.3,255.0,24.0,18.2,13.2,0.0,102140.0,0.0
20160610,7.0,3.1,169.0,22.5,18.8,13.6,0.0,101360.0,0.0
20160611,7.0,1.2,127.0,21.5,19.4,16.2,0.2,101060.0,0.0
20160612,7.0,1.1,124.0,19.2,17.7,13.9,5.0,100690.0,0.0
20160613,7.0,0.7,113.0,19.1,16.5,13.8,3.4,100220.0,0.0
20160614,8.0,0.7,113.0,20.5,16.2,13.4,3.0,99660.0,0.0
20160615,6.0,6.8,234.0,18.0,16.2,11.9,3.4,99680.0,0.0
20160616,8.0,0.2,95.0,20.3,15.2,12.5,14.2,100050.0,0.0
20160617,7.0,2.1,149.0,17.7,16.6,12.8,3.0,100750.0,0.0
20160618,7.0,0.5,107.0,20.2,14.8,12.0,0.0,101950.0,0.0
20160619,6.0,5.4,211.0,22.7,15.8,11.5,9.4,102270.0,0.0
20160620,6.0,4.2,191.0,21.7,18.9,15.1,3.6,101370.0,0.0
20160621,7.0,5.7,216.0,22.5,17.8,14.0,0.0,101700.0,0.0
20160622,8.0,1.1,125.0,21.1,18.5,14.5,21.8,101880.0,0.0
20160623,8.0,0.0,81.0,22.6,18.7,16.3,5.6,101590.0,0.0
20160624,4.0,8.3,256.0,20.3,17.0,11.3,0.0,101780.0,0.0
20160625,5.0,7.0,236.0,21.2,16.0,11.8,1.4,101690.0,0.0
20160626,7.0,0.0,81.0,21.7,16.6,11.9,1.2,101770.0,0.0
20160627,7.0,3.3,173.0,21.4,18.0,14.3,0.0,101750.0,0.0
20160628,6.0,7.3,240.0,17.2,16.1,10.8,2.0,101390.0,0.0
20160629,7.0,1.7,139.0,20.5,14.0,10.9,2.2,100880.0,0.0
20160630,8.0,1.9,144.0,19.9,16.9,13.3,0.8,100900.0,0.0
20160701,6.0,2.8,163.0,20.6,17.1,14.3,1.2,100880.0,0.0
20160702,3.0,10.1,279.0,21.6,15.6,10.5,0.2,101360.0,0.0
20160703,3.0,7.7,245.0,21.3,15.9,10.2,0.0,101850.0,0.0
20160704,4.0,5.2,206.0,21.6,16.2,11.0,0.0,101860.0,0.0
20160705,6.0,5.9,217.0,22.6,18.2,14.7,0.0,101780.0,0.0
20160706,5.0,8.6,257.0,23.6,16.6,10.5,0.0,102260.0,0.0
20160707,7.0,6.6,227.0,23.1,19.0,14.5,0.0,101940.0,0.0
20160708,6.0,2.5,155.0,23.2,19.0,14.9,0.0,101640.0,0.0
20160709,7.0,1.8,140.0,23.5,19.1,15.0,0.0,101720.0,0.0
20160710,6.0,5.3,206.0,22.0,20.3,17.1,0.2,100880.0,0.0
20160711,6.0,2.1,146.0,19.2,18.7,15.4,1.0,100790.0,0.0
20160712,6.0,6.1,217.0,20.0,15.8,12.4,5.4,101230.0,0.0
20160713,8.0,4.0,182.0,22.0,16.2,12.4,2.0,101820.0,0.0
20160714,4.0,8.9,258.0,21.1,16.7,11.4,0.0,102400.0,0.0
20160715,6.0,3.0,163.0,27.0,15.9,10.7,0.0,102630.0,0.0
20160716,7.0,4.5,190.0,27.6,21.6,16.3,0.0,102460.0,0.0
20160717,5.0,6.0,213.0,29.4,22.6,17.7,0.0,102230.0,0.0
20160718,0.0,14.4,38.0,33.2,22.5,15.6,0.0,102150.0,0.0
20160719,0.0,14.4,37.0,31.4,24.8,16.5,0.0,101670.0,0.0
20160720,3.0,10.6,276.0,25.5,26.8,22.3,0.0,100960.0,0.0
20160721,5.0,4.8,192.0,23.9,19.8,14.0,0.4,101610.0,0.0
20160722,7.0,0.7,106.0,28.6,20.6,17.2,0.6,101850.0,0.0
20160723,2.0,11.9,290.0,25.8,21.8,14.9,0.0,101980.0,0.0
20160724,6.0,4.9,192.0,24.7,20.2,14.7,0.2,101890.0,0.0
20160725,5.0,9.2,254.0,23.1,19.4,14.0,0.0,101940.0,0.0
20160726,4.0,6.2,211.0,25.6,18.1,13.1,3.2,102080.0,0.0
20160727,8.0,2.6,149.0,23.1,21.2,16.9,0.0,101550.0,0.0
20160728,6.0,4.8,187.0,23.5,18.9,14.7,1.2,101400.0,0.0
20160729,8.0,1.3,119.0,22.4,19.8,16.2,0.4,101110.0,0.0
20160730,7.0,1.3,119.0,22.4,19.2,16.0,0.0,101360.0,0.0
20160731,6.0,4.6,182.0,19.2,18.0,13.7,0.0,101700.0,0.0
20160801,7.0,0.0,72.0,21.9,15.6,12.1,13.0,101840.0,0.0
20160802,8.0,0.0,71.0,24.7,18.0,14.1,0.2,101000.0,0.0
20160803,6.0,4.7,181.0,23.5,21.5,18.3,0.0,100770.0,0.0
20160804,6.0,2.0,132.0,24.1,19.3,15.1,0.0,100980.0,0.0
20160805,3.0,6.5,207.0,26.4,18.4,12.8,0.0,101970.0,0.0
20160806,1.0,13.4,293.0,27.3,19.6,12.7,0.0,102640.0,0.0
20160807,4.0,8.9,238.0,22.3,22.2,17.0,0.0,102340.0,0.0
20160808,5.0,7.2,214.0,20.8,18.2,14.1,0.0,102180.0,0.0
20160809,3.0,7.2,213.0,20.4,15.6,10.4,0.0,102510.0,0.0
20160810,6.0,3.5,156.0,24.5,15.6,10.7,0.0,102490.0,0.0
20160811,6.0,4.9,177.0,27.7,19.7,14.9,0.0,102220.0,0.0
20160812,1.0,12.3,273.0,25.8,20.8,13.8,0.0,102340.0,0.0
20160813,5.0,6.4,197.0,22.9,20.2,14.5,0.0,102260.0,0.0
20160814,5.0,4.4,167.0,24.7,19.6,16.2,0.0,102530.0,0.0
20160815,0.0,13.2,278.0,25.0,18.6,12.4,0.0,102440.0,0.0
20160816,1.0,12.4,268.0,26.7,18.6,12.2,0.0,101920.0,0.0
20160817,1.0,12.2,264.0,25.5,20.0,13.3,0.0,101330.0,0.0
20160818,7.0,3.8,153.0,19.2,20.6,15.7,0.2,101030.0,0.0
20160819,6.0,1.0,99.0,21.9,18.1,17.0,2.0,100660.0,0.0
20160820,6.0,1.9,118.0,23.5,18.1,14.3,0.6,100660.0,0.0
20160821,7.0,4.8,166.0,26.0,19.1,14.7,0.8,101620.0,0.0
20160822,6.0,3.5,144.0,31.0,21.0,16.0,0.0,102310.0,0.0
20160823,0.0,12.8,261.0,33.1,22.0,12.9,0.0,102220.0,0.0
20160824,3.0,9.2,219.0,27.6,25.5,17.9,2.6,101770.0,0.0
20160825,6.0,5.2,167.0,27.0,23.2,18.8,0.0,101510.0,0.0
20160826,2.0,12.1,249.0,26.5,22.4,17.7,0.0,101770.0,0.0
20160827,5.0,2.2,117.0,21.5,21.2,15.9,0.0,101560.0,0.0
20160828,6.0,2.3,118.0,24.3,19.0,16.6,2.2,101320.0,0.0
20160829,4.0,6.3,176.0,27.0,19.8,15.4,0.0,102170.0,0.0
20160830,0.0,12.2,243.0,24.8,20.0,13.0,0.0,102410.0,0.0
20160831,3.0,4.9,155.0,24.8,18.8,12.7,0.0,102070.0,0.0
20160901,2.0,9.9,206.0,20.2,19.0,13.2,0.0,102280.0,0.0
20160902,7.0,0.0,55.0,21.5,17.0,13.9,0.2,101900.0,0.0
20160903,5.0,4.0,134.0,20.9,16.8,12.1,4.8,101550.0,0.0
20160904,7.0,1.1,86.0,22.9,18.2,15.5,3.0,101280.0,0.0
20160905,8.0,0.0,53.0,23.9,18.4,13.8,0.2,101930.0,0.0
20160906,8.0,0.2,62.0,28.4,19.8,15.6,0.0,102330.0,0.0
20160907,5.0,6.1,155.0,23.9,23.3,18.2,0.0,101760.0,0.0
20160908,2.0,8.5,180.0,24.3,19.4,15.0,0.0,101160.0,0.0
20160909,6.0,3.5,120.0,19.3,19.8,15.2,0.4,101480.0,0.0
20160910,7.0,0.0,50.0,22.0,18.6,17.9,3.2,101280.0,0.0
20160911,0.0,11.9,208.0,25.8,15.4,8.7,0.0,101680.0,0.0
20160912,6.0,3.0,110.0,32.8,18.2,10.6,0.0,101310.0,0.0
20160913,1.0,10.0,187.0,27.8,24.4,16.0,0.0,100930.0,0.0
20160914,0.0,11.0,194.0,29.4,23.6,19.4,0.0,101030.0,0.0
20160915,2.0,7.2,155.0,17.8,22.6,15.7,19.8,100980.0,0.0
20160916,7.0,0.3,59.0,16.3,16.8,15.9,2.2,101270.0,0.0
20160917,8.0,0.0,46.0,20.6,14.6,12.8,0.0,102030.0,0.0
20160918,8.0,0.8,69.0,19.6,17.0,13.4,0.0,102140.0,0.0
20160919,8.0,0.6,64.0,19.0,16.3,13.0,1.8,102170.0,0.0
20160920,8.0,0.0,44.0,22.1,16.6,14.3,0.0,102020.0,0.0
20160921,6.0,4.8,121.0,20.8,18.5,14.9,0.0,101810.0,0.0
20160922,6.0,2.5,92.0,20.7,17.6,14.3,0.0,101920.0,0.0
20160923,2.0,9.7,166.0,23.2,14.8,8.9,0.0,102410.0,0.0
20160924,3.0,4.9,118.0,21.0,16.5,9.8,1.6,101700.0,0.0
20160925,3.0,6.4,132.0,18.7,18.0,15.1,0.0,101470.0,0.0
20160926,5.0,0.8,62.0,19.6,14.2,9.6,0.8,102200.0,0.0
20160927,6.0,0.2,48.0,23.2,14.4,9.1,0.0,102250.0,0.0
20160928,5.0,4.1,104.0,20.3,17.6,12.1,1.2,102370.0,0.0
20160929,6.0,3.8,100.0,19.7,17.7,15.1,0.4,101510.0,0.0
20160930,5.0,6.8,128.0,16.1,15.4,11.2,2.6,101230.0,0.0
20161001,6.0,2.2,78.0,17.6,12.6,9.2,3.2,100650.0,0.0
20161002,4.0,7.0,127.0,18.5,13.3,9.0,0.0,101680.0,0.0
20161003,0.0,10.3,152.0,19.0,12.0,5.4,0.0,102870.0,0.0
20161004,1.0,9.1,141.0,17.7,14.4,9.8,0.0,103000.0,0.0
20161005,1.0,10.2,148.0,16.2,14.5,11.3,0.0,102950.0,0.0
20161006,6.0,2.3,75.0,15.5,12.5,8.8,0.0,102540.0,0.0
20161007,8.0,0.0,35.0,17.0,13.4,11.3,0.0,102250.0,0.0
20161008,8.0,0.5,47.0,16.0,14.5,12.0,0.0,102600.0,0.0
20161009,5.0,5.3,101.0,14.4,12.3,8.6,0.2,102800.0,0.0
20161010,2.0,7.1,115.0,16.8,10.1,5.8,0.0,102620.0,0.0
20161011,3.0,6.3,107.0,16.0,10.8,4.9,2.0,102290.0,0.0
20161012,7.0,3.3,79.0,13.8,12.6,9.1,3.2,102020.0,0.0
20161013,7.0,2.8,73.0,15.2,11.1,8.4,0.0,101290.0,0.0
20161014,8.0,0.8,48.0,18.2,12.1,9.0,0.0,100620.0,0.0
20161015,5.0,2.2,65.0,18.4,13.4,8.7,7.8,100670.0,0.0
20161016,4.0,3.4,76.0,17.7,12.8,7.3,2.8,101210.0,0.0
20161017,4.0,4.7,86.0,14.4,13.7,9.7,1.8,101820.0,0.0
20161018,3.0,3.7,76.0,13.5,11.8,9.1,0.0,101980.0,0.0
20161019,7.0,1.5,53.0,14.9,11.2,9.0,0.0,102130.0,0.0
20161020,6.0,1.8,56.0,13.6,11.6,8.2,0.0,102120.0,0.0
20161021,6.0,1.1,47.0,14.6,10.4,7.3,0.0,102010.0,0.0
20161022,5.0,1.8,54.0,13.8,9.8,5.0,0.0,101650.0,0.0
20161023,5.0,4.7,79.0,13.3,10.0,6.2,0.0,101180.0,0.0
20161024,8.0,0.0,26.0,14.1,11.4,9.5,0.2,101310.0,0.0
20161025,8.0,0.3,33.0,16.5,11.8,9.6,0.2,102270.0,0.0
20161026,6.0,2.1,54.0,16.5,13.0,9.4,0.0,102840.0,0.0
20161027,6.0,2.8,59.0,17.2,12.2,7.8,0.0,103190.0,0.0
20161028,6.0,3.3,62.0,15.3,13.5,9.8,0.0,103390.0,0.0
20161029,7.0,0.0,24.0,12.1,13.8,12.2,0.0,103450.0,0.0
20161030,7.0,0.0,23.0,20.0,10.0,8.0,0.2,103060.0,0.0
20161031,4.0,5.0,72.0,12.6,14.4,8.7,0.0,102700.0,0.0
20161101,6.0,0.0,22.0,11.2,9.4,6.3,0.0,102430.0,0.0
20161102,1.0,7.5,85.0,12.2,7.2,3.3,0.0,102500.0,0.0
20161103,5.0,3.7,60.0,11.5,6.9,1.6,0.6,102130.0,0.0
20161104,7.0,0.0,21.0,9.5,7.6,3.8,5.6,100980.0,0.0
20161105,4.0,1.0,36.0,7.9,5.6,1.8,0.0,100610.0,0.0
20161106,3.0,4.9,65.0,8.3,4.8,1.6,1.6,100660.0,0.0
20161107,4.0,2.8,50.0,6.6,6.1,3.9,0.0,101190.0,0.0
20161108,5.0,1.8,41.0,9.5,2.8,-0.9,22.8,101000.0,0.0
20161109,7.0,1.4,37.0,11.4,5.6,1.7,0.4,100020.0,0.0
20161110,6.0,1.5,38.0,11.5,7.3,3.2,1.0,100750.0,0.0
20161111,2.0,6.5,70.0,10.6,7.2,2.8,3.8,102080.0,0.0
20161112,8.0,0.0,19.0,11.4,6.6,2.7,5.2,101690.0,0.0
20161113,2.0,6.3,67.0,13.8,8.4,5.4,0.0,102680.0,0.0
20161114,8.0,0.0,18.0,16.0,9.4,5.0,0.2,102960.0,0.0
20161115,8.0,0.1,20.0,14.4,12.2,8.5,0.2,102540.0,0.0
20161116,6.0,4.2,53.0,13.9,13.0,11.5,4.8,101550.0,0.0
20161117,7.0,1.2,32.0,8.6,10.4,7.0,0.8,100070.0,0.0
20161118,4.0,2.8,43.0,9.0,5.8,3.1,0.0,99580.0,0.0
20161119,5.0,3.0,43.0,7.9,5.2,1.3,18.2,100030.0,0.0
20161120,8.0,0.0,16.0,12.4,6.0,4.0,10.2,98710.0,0.0
20161121,7.0,0.1,19.0,12.5,8.8,5.3,10.8,98910.0,0.0
20161122,7.0,1.5,32.0,10.3,10.2,7.9,0.0,99950.0,0.0
20161123,8.0,0.1,18.0,10.5,7.2,4.0,0.0,101710.0,0.0
20161124,7.0,0.0,15.0,11.0,8.6,6.7,0.0,102290.0,0.0
20161125,0.0,6.0,56.0,9.4,8.2,5.4,0.0,102200.0,0.0
20161126,4.0,2.7,38.0,8.6,6.1,2.8,0.2,102110.0,0.0
20161127,7.0,0.2,19.0,8.9,6.2,3.8,0.0,102500.0,0.0
20161128,3.0,6.1,55.0,7.2,7.4,5.8,0.0,103000.0,0.0
20161129,0.0,6.1,54.0,6.8,3.2,-0.9,0.0,103410.0,0.0
20161130,0.0,5.9,53.0,8.1,1.1,-4.6,0.0,103480.0,0.0
20161201,1.0,5.6,48.0,8.0,2.6,-2.9,0.0,103100.0,0.0
20161202,8.0,0.0,13.0,9.5,3.4,-1.3,0.2,102690.0,0.0
20161203,5.0,2.7,34.0,8.2,7.5,5.5,0.0,102550.0,0.0
